name	plot	weight	weightRatio	presence	no	date	block	position	watering	seedmix	seetDensity	substrate	brickType	brickRatio	acid	grassMass	forbMass	vegCov4	vegCov6	vegCov8	vegCov10	vegCov11	vegCov13	extraspecNo	specPres	specAbs	estRate
Bromus_erectus	Ae4	0.12	0.26	1	20	NA	A	o	0.5	Vigorous	4	NA	Demolition	5	Acid	7.2	10.2	18.5	35.3	31.4	29.2	53.4	56.5	0	12	8	0.6
Campanula_patula	Ae4	0.08	0.171	1	20	NA	A	o	0.5	Vigorous	4	NA	Demolition	5	Acid	7.2	10.2	18.5	35.3	31.4	29.2	53.4	56.5	0	12	8	0.6
Cardamine_pratensis	Ae4	0	0.007	1	20	NA	A	o	0.5	Vigorous	4	NA	Demolition	5	Acid	7.2	10.2	18.5	35.3	31.4	29.2	53.4	56.5	0	12	8	0.6
Daucus_carota	Ae4	0	0.007	0	20	NA	A	o	0.5	Vigorous	4	NA	Demolition	5	Acid	7.2	10.2	18.5	35.3	31.4	29.2	53.4	56.5	0	12	8	0.6
Galium_album	Ae4	0	0.009	1	20	NA	A	o	0.5	Vigorous	4	NA	Demolition	5	Acid	7.2	10.2	18.5	35.3	31.4	29.2	53.4	56.5	0	12	8	0.6
Helictotrichon_pubescens	Ae4	0.04	0.092	1	20	NA	A	o	0.5	Vigorous	4	NA	Demolition	5	Acid	7.2	10.2	18.5	35.3	31.4	29.2	53.4	56.5	0	12	8	0.6
Leontodon_hispidus	Ae4	0.01	0.029	1	20	NA	A	o	0.5	Vigorous	4	NA	Demolition	5	Acid	7.2	10.2	18.5	35.3	31.4	29.2	53.4	56.5	0	12	8	0.6
Leucanthemum_vulgare	Ae4	0	0.008	1	20	NA	A	o	0.5	Vigorous	4	NA	Demolition	5	Acid	7.2	10.2	18.5	35.3	31.4	29.2	53.4	56.5	0	12	8	0.6
Onobrychis_viciifolia	Ae4	0.01	0.024	0	20	NA	A	o	0.5	Vigorous	4	NA	Demolition	5	Acid	7.2	10.2	18.5	35.3	31.4	29.2	53.4	56.5	0	12	8	0.6
Phleum_pratense	Ae4	0.06	0.131	0	20	NA	A	o	0.5	Vigorous	4	NA	Demolition	5	Acid	7.2	10.2	18.5	35.3	31.4	29.2	53.4	56.5	0	12	8	0.6
Plantago_lanceolata	Ae4	0	0.007	1	20	NA	A	o	0.5	Vigorous	4	NA	Demolition	5	Acid	7.2	10.2	18.5	35.3	31.4	29.2	53.4	56.5	0	12	8	0.6
Poa_angustifolia	Ae4	0.03	0.053	1	20	NA	A	o	0.5	Vigorous	4	NA	Demolition	5	Acid	7.2	10.2	18.5	35.3	31.4	29.2	53.4	56.5	0	12	8	0.6
Prunella_vulgaris	Ae4	0.03	0.062	1	20	NA	A	o	0.5	Vigorous	4	NA	Demolition	5	Acid	7.2	10.2	18.5	35.3	31.4	29.2	53.4	56.5	0	12	8	0.6
Ranunculus_acris	Ae4	0.01	0.012	0	20	NA	A	o	0.5	Vigorous	4	NA	Demolition	5	Acid	7.2	10.2	18.5	35.3	31.4	29.2	53.4	56.5	0	12	8	0.6
Saxifraga_granulata	Ae4	0.01	0.012	0	20	NA	A	o	0.5	Vigorous	4	NA	Demolition	5	Acid	7.2	10.2	18.5	35.3	31.4	29.2	53.4	56.5	0	12	8	0.6
Tragopogon_pratensis	Ae4	0.01	0.013	0	20	NA	A	o	0.5	Vigorous	4	NA	Demolition	5	Acid	7.2	10.2	18.5	35.3	31.4	29.2	53.4	56.5	0	12	8	0.6
Vicia_cracca	Ae4	0	0.01	0	20	NA	A	o	0.5	Vigorous	4	NA	Demolition	5	Acid	7.2	10.2	18.5	35.3	31.4	29.2	53.4	56.5	0	12	8	0.6
Vicia_sepium	Ae4	0.01	0.016	0	20	NA	A	o	0.5	Vigorous	4	NA	Demolition	5	Acid	7.2	10.2	18.5	35.3	31.4	29.2	53.4	56.5	0	12	8	0.6
Achillea_millefolium	B05	0.02	0.041	1	25	NA	B	c	0.5	Robust	4	NA	Clean	30	Acid	3.3	10.9	30.7	45.3	50.8	42.9	70.9	70	1	11	9	0.55
Bromus_hordeaceus	B05	0.02	0.039	1	25	NA	B	c	0.5	Robust	4	NA	Clean	30	Acid	3.3	10.9	30.7	45.3	50.8	42.9	70.9	70	1	11	9	0.55
Campanula_glomerata	B05	0.02	0.045	1	25	NA	B	c	0.5	Robust	4	NA	Clean	30	Acid	3.3	10.9	30.7	45.3	50.8	42.9	70.9	70	1	11	9	0.55
Campanula_rotundifolia	B05	0.01	0.029	1	25	NA	B	c	0.5	Robust	4	NA	Clean	30	Acid	3.3	10.9	30.7	45.3	50.8	42.9	70.9	70	1	11	9	0.55
Festuca_rubra	B05	0.04	0.081	0	25	NA	B	c	0.5	Robust	4	NA	Clean	30	Acid	3.3	10.9	30.7	45.3	50.8	42.9	70.9	70	1	11	9	0.55
Geranium_pratense	B05	0.06	0.118	1	25	NA	B	c	0.5	Robust	4	NA	Clean	30	Acid	3.3	10.9	30.7	45.3	50.8	42.9	70.9	70	1	11	9	0.55
Helictotrichon_pubescens	B05	0.02	0.05	0	25	NA	B	c	0.5	Robust	4	NA	Clean	30	Acid	3.3	10.9	30.7	45.3	50.8	42.9	70.9	70	1	11	9	0.55
Hypochaeris_radicata	B05	0	0.005	1	25	NA	B	c	0.5	Robust	4	NA	Clean	30	Acid	3.3	10.9	30.7	45.3	50.8	42.9	70.9	70	1	11	9	0.55
Leucanthemum_vulgare	B05	0.02	0.047	1	25	NA	B	c	0.5	Robust	4	NA	Clean	30	Acid	3.3	10.9	30.7	45.3	50.8	42.9	70.9	70	1	11	9	0.55
Luzula_campestris	B05	0.01	0.019	0	25	NA	B	c	0.5	Robust	4	NA	Clean	30	Acid	3.3	10.9	30.7	45.3	50.8	42.9	70.9	70	1	11	9	0.55
Medicago_lupulina	B05	0.01	0.017	0	25	NA	B	c	0.5	Robust	4	NA	Clean	30	Acid	3.3	10.9	30.7	45.3	50.8	42.9	70.9	70	1	11	9	0.55
Onobrychis_viciifolia	B05	0.05	0.106	0	25	NA	B	c	0.5	Robust	4	NA	Clean	30	Acid	3.3	10.9	30.7	45.3	50.8	42.9	70.9	70	1	11	9	0.55
Phleum_pratense	B05	0.01	0.03	0	25	NA	B	c	0.5	Robust	4	NA	Clean	30	Acid	3.3	10.9	30.7	45.3	50.8	42.9	70.9	70	1	11	9	0.55
Poa_angustifolia	B05	0.05	0.1	1	25	NA	B	c	0.5	Robust	4	NA	Clean	30	Acid	3.3	10.9	30.7	45.3	50.8	42.9	70.9	70	1	11	9	0.55
Primula_veris	B05	0.05	0.11	0	25	NA	B	c	0.5	Robust	4	NA	Clean	30	Acid	3.3	10.9	30.7	45.3	50.8	42.9	70.9	70	1	11	9	0.55
Ranunculus_acris	B05	0.02	0.036	1	25	NA	B	c	0.5	Robust	4	NA	Clean	30	Acid	3.3	10.9	30.7	45.3	50.8	42.9	70.9	70	1	11	9	0.55
Ranunculus_bulbosus	B05	0.04	0.078	1	25	NA	B	c	0.5	Robust	4	NA	Clean	30	Acid	3.3	10.9	30.7	45.3	50.8	42.9	70.9	70	1	11	9	0.55
Saxifraga_granulata	B05	0	0.009	0	25	NA	B	c	0.5	Robust	4	NA	Clean	30	Acid	3.3	10.9	30.7	45.3	50.8	42.9	70.9	70	1	11	9	0.55
Veronica_chamaedrys	B05	0.01	0.012	1	25	NA	B	c	0.5	Robust	4	NA	Clean	30	Acid	3.3	10.9	30.7	45.3	50.8	42.9	70.9	70	1	11	9	0.55
Vicia_cracca	B05	0.01	0.027	0	25	NA	B	c	0.5	Robust	4	NA	Clean	30	Acid	3.3	10.9	30.7	45.3	50.8	42.9	70.9	70	1	11	9	0.55
Achillea_millefolium	B07	0.04	0.08	1	27	NA	B	c	0.5	Robust	4	NA	Clean	5	Acid	2.7	10.5	25.8	45.1	55	69.7	69.9	62.1	2	11	9	0.55
Briza_media	B07	0.02	0.031	0	27	NA	B	c	0.5	Robust	4	NA	Clean	5	Acid	2.7	10.5	25.8	45.1	55	69.7	69.9	62.1	2	11	9	0.55
Bromus_erectus	B07	0.06	0.134	1	27	NA	B	c	0.5	Robust	4	NA	Clean	5	Acid	2.7	10.5	25.8	45.1	55	69.7	69.9	62.1	2	11	9	0.55
Bromus_hordeaceus	B07	0	0.008	1	27	NA	B	c	0.5	Robust	4	NA	Clean	5	Acid	2.7	10.5	25.8	45.1	55	69.7	69.9	62.1	2	11	9	0.55
Campanula_patula	B07	0	0.007	1	27	NA	B	c	0.5	Robust	4	NA	Clean	5	Acid	2.7	10.5	25.8	45.1	55	69.7	69.9	62.1	2	11	9	0.55
Campanula_rotundifolia	B07	0.02	0.047	1	27	NA	B	c	0.5	Robust	4	NA	Clean	5	Acid	2.7	10.5	25.8	45.1	55	69.7	69.9	62.1	2	11	9	0.55
Crepis_biennis	B07	0	0.005	0	27	NA	B	c	0.5	Robust	4	NA	Clean	5	Acid	2.7	10.5	25.8	45.1	55	69.7	69.9	62.1	2	11	9	0.55
Festuca_rubra	B07	0.04	0.089	1	27	NA	B	c	0.5	Robust	4	NA	Clean	5	Acid	2.7	10.5	25.8	45.1	55	69.7	69.9	62.1	2	11	9	0.55
Galium_album	B07	0.01	0.018	1	27	NA	B	c	0.5	Robust	4	NA	Clean	5	Acid	2.7	10.5	25.8	45.1	55	69.7	69.9	62.1	2	11	9	0.55
Hypochaeris_radicata	B07	0	0.001	0	27	NA	B	c	0.5	Robust	4	NA	Clean	5	Acid	2.7	10.5	25.8	45.1	55	69.7	69.9	62.1	2	11	9	0.55
Luzula_campestris	B07	0.01	0.015	0	27	NA	B	c	0.5	Robust	4	NA	Clean	5	Acid	2.7	10.5	25.8	45.1	55	69.7	69.9	62.1	2	11	9	0.55
Medicago_lupulina	B07	0.03	0.064	1	27	NA	B	c	0.5	Robust	4	NA	Clean	5	Acid	2.7	10.5	25.8	45.1	55	69.7	69.9	62.1	2	11	9	0.55
Plantago_lanceolata	B07	0.03	0.058	1	27	NA	B	c	0.5	Robust	4	NA	Clean	5	Acid	2.7	10.5	25.8	45.1	55	69.7	69.9	62.1	2	11	9	0.55
Plantago_media	B07	0.03	0.064	1	27	NA	B	c	0.5	Robust	4	NA	Clean	5	Acid	2.7	10.5	25.8	45.1	55	69.7	69.9	62.1	2	11	9	0.55
Primula_veris	B07	0.07	0.153	0	27	NA	B	c	0.5	Robust	4	NA	Clean	5	Acid	2.7	10.5	25.8	45.1	55	69.7	69.9	62.1	2	11	9	0.55
Prunella_vulgaris	B07	0	0.005	0	27	NA	B	c	0.5	Robust	4	NA	Clean	5	Acid	2.7	10.5	25.8	45.1	55	69.7	69.9	62.1	2	11	9	0.55
Tragopogon_pratensis	B07	0.05	0.097	1	27	NA	B	c	0.5	Robust	4	NA	Clean	5	Acid	2.7	10.5	25.8	45.1	55	69.7	69.9	62.1	2	11	9	0.55
Trisetum_flavescens	B07	0.02	0.038	0	27	NA	B	c	0.5	Robust	4	NA	Clean	5	Acid	2.7	10.5	25.8	45.1	55	69.7	69.9	62.1	2	11	9	0.55
Vicia_cracca	B07	0.04	0.077	0	27	NA	B	c	0.5	Robust	4	NA	Clean	5	Acid	2.7	10.5	25.8	45.1	55	69.7	69.9	62.1	2	11	9	0.55
Vicia_sepium	B07	0	0.009	0	27	NA	B	c	0.5	Robust	4	NA	Clean	5	Acid	2.7	10.5	25.8	45.1	55	69.7	69.9	62.1	2	11	9	0.55
Anthoxanthum_odoratum	B13	0	0	1	33	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Acid	9.4	1.5	13.7	15.7	15.2	21.7	44.8	47.4	1	10	10	0.5
Briza_media	B13	0.18	0.367	0	33	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Acid	9.4	1.5	13.7	15.7	15.2	21.7	44.8	47.4	1	10	10	0.5
Campanula_patula	B13	0.04	0.092	1	33	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Acid	9.4	1.5	13.7	15.7	15.2	21.7	44.8	47.4	1	10	10	0.5
Campanula_rotundifolia	B13	0	0.002	1	33	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Acid	9.4	1.5	13.7	15.7	15.2	21.7	44.8	47.4	1	10	10	0.5
Cardamine_pratensis	B13	0	0	1	33	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Acid	9.4	1.5	13.7	15.7	15.2	21.7	44.8	47.4	1	10	10	0.5
Crepis_biennis	B13	0	0	0	33	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Acid	9.4	1.5	13.7	15.7	15.2	21.7	44.8	47.4	1	10	10	0.5
Cynosurus_cristatus	B13	0.06	0.123	0	33	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Acid	9.4	1.5	13.7	15.7	15.2	21.7	44.8	47.4	1	10	10	0.5
Daucus_carota	B13	0	0	1	33	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Acid	9.4	1.5	13.7	15.7	15.2	21.7	44.8	47.4	1	10	10	0.5
Festuca_rubra	B13	0	0.006	0	33	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Acid	9.4	1.5	13.7	15.7	15.2	21.7	44.8	47.4	1	10	10	0.5
Geranium_pratense	B13	0.12	0.254	0	33	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Acid	9.4	1.5	13.7	15.7	15.2	21.7	44.8	47.4	1	10	10	0.5
Medicago_lupulina	B13	0.02	0.05	0	33	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Acid	9.4	1.5	13.7	15.7	15.2	21.7	44.8	47.4	1	10	10	0.5
Phleum_pratense	B13	0.05	0.104	0	33	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Acid	9.4	1.5	13.7	15.7	15.2	21.7	44.8	47.4	1	10	10	0.5
Plantago_lanceolata	B13	0	0	1	33	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Acid	9.4	1.5	13.7	15.7	15.2	21.7	44.8	47.4	1	10	10	0.5
Prunella_vulgaris	B13	0	0	1	33	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Acid	9.4	1.5	13.7	15.7	15.2	21.7	44.8	47.4	1	10	10	0.5
Ranunculus_bulbosus	B13	0	0.001	0	33	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Acid	9.4	1.5	13.7	15.7	15.2	21.7	44.8	47.4	1	10	10	0.5
Silene_dioica	B13	0	0	1	33	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Acid	9.4	1.5	13.7	15.7	15.2	21.7	44.8	47.4	1	10	10	0.5
Thymus_pulegioides	B13	0	0	0	33	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Acid	9.4	1.5	13.7	15.7	15.2	21.7	44.8	47.4	1	10	10	0.5
Veronica_chamaedrys	B13	0	0	1	33	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Acid	9.4	1.5	13.7	15.7	15.2	21.7	44.8	47.4	1	10	10	0.5
Vicia_cracca	B13	0	0	1	33	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Acid	9.4	1.5	13.7	15.7	15.2	21.7	44.8	47.4	1	10	10	0.5
Vicia_sepium	B13	0	0	0	33	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Acid	9.4	1.5	13.7	15.7	15.2	21.7	44.8	47.4	1	10	10	0.5
Agrostis_capillaris	B15	0	0	1	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Briza_media	B15	0.15	0.309	1	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Campanula_rotundifolia	B15	0	0	0	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Cardamine_pratensis	B15	0	0	1	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Festuca_rubra	B15	0	0	0	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Galium_album	B15	0	0	1	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Geranium_pratense	B15	0.09	0.192	0	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Leucanthemum_vulgare	B15	0	0	1	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Medicago_lupulina	B15	0.03	0.059	0	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Onobrychis_viciifolia	B15	0	0	0	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Plantago_media	B15	0	0	1	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Poa_angustifolia	B15	0	0	0	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Primula_veris	B15	0	0	0	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Prunella_vulgaris	B15	0.09	0.179	1	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Ranunculus_acris	B15	0	0	1	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Ranunculus_bulbosus	B15	0	0	1	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Saxifraga_granulata	B15	0	0	0	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Trisetum_flavescens	B15	0.13	0.261	1	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Veronica_chamaedrys	B15	0	0	0	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Vicia_sepium	B15	0	0	0	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Anthoxanthum_odoratum	Be1	0	0.008	1	37	NA	B	c	0.5	Robust	4	NA	Demolition	30	Acid	3.9	3.3	7.7	16.8	20.7	30.6	35.2	31.9	0	12	8	0.6
Briza_media	Be1	0.02	0.047	0	37	NA	B	c	0.5	Robust	4	NA	Demolition	30	Acid	3.9	3.3	7.7	16.8	20.7	30.6	35.2	31.9	0	12	8	0.6
Bromus_hordeaceus	Be1	0.01	0.029	1	37	NA	B	c	0.5	Robust	4	NA	Demolition	30	Acid	3.9	3.3	7.7	16.8	20.7	30.6	35.2	31.9	0	12	8	0.6
Campanula_rotundifolia	Be1	0.01	0.023	1	37	NA	B	c	0.5	Robust	4	NA	Demolition	30	Acid	3.9	3.3	7.7	16.8	20.7	30.6	35.2	31.9	0	12	8	0.6
Cardamine_pratensis	Be1	0.02	0.042	1	37	NA	B	c	0.5	Robust	4	NA	Demolition	30	Acid	3.9	3.3	7.7	16.8	20.7	30.6	35.2	31.9	0	12	8	0.6
Geranium_pratense	Be1	0.05	0.097	0	37	NA	B	c	0.5	Robust	4	NA	Demolition	30	Acid	3.9	3.3	7.7	16.8	20.7	30.6	35.2	31.9	0	12	8	0.6
Leontodon_hispidus	Be1	0.01	0.016	1	37	NA	B	c	0.5	Robust	4	NA	Demolition	30	Acid	3.9	3.3	7.7	16.8	20.7	30.6	35.2	31.9	0	12	8	0.6
Leucanthemum_vulgare	Be1	0.02	0.043	1	37	NA	B	c	0.5	Robust	4	NA	Demolition	30	Acid	3.9	3.3	7.7	16.8	20.7	30.6	35.2	31.9	0	12	8	0.6
Luzula_campestris	Be1	0	0.004	0	37	NA	B	c	0.5	Robust	4	NA	Demolition	30	Acid	3.9	3.3	7.7	16.8	20.7	30.6	35.2	31.9	0	12	8	0.6
Medicago_lupulina	Be1	0.03	0.072	0	37	NA	B	c	0.5	Robust	4	NA	Demolition	30	Acid	3.9	3.3	7.7	16.8	20.7	30.6	35.2	31.9	0	12	8	0.6
Plantago_lanceolata	Be1	0.02	0.043	1	37	NA	B	c	0.5	Robust	4	NA	Demolition	30	Acid	3.9	3.3	7.7	16.8	20.7	30.6	35.2	31.9	0	12	8	0.6
Poa_angustifolia	Be1	0.08	0.167	1	37	NA	B	c	0.5	Robust	4	NA	Demolition	30	Acid	3.9	3.3	7.7	16.8	20.7	30.6	35.2	31.9	0	12	8	0.6
Primula_veris	Be1	0.07	0.145	0	37	NA	B	c	0.5	Robust	4	NA	Demolition	30	Acid	3.9	3.3	7.7	16.8	20.7	30.6	35.2	31.9	0	12	8	0.6
Prunella_vulgaris	Be1	0	0.006	1	37	NA	B	c	0.5	Robust	4	NA	Demolition	30	Acid	3.9	3.3	7.7	16.8	20.7	30.6	35.2	31.9	0	12	8	0.6
Ranunculus_acris	Be1	0.01	0.021	1	37	NA	B	c	0.5	Robust	4	NA	Demolition	30	Acid	3.9	3.3	7.7	16.8	20.7	30.6	35.2	31.9	0	12	8	0.6
Saxifraga_granulata	Be1	0	0.003	0	37	NA	B	c	0.5	Robust	4	NA	Demolition	30	Acid	3.9	3.3	7.7	16.8	20.7	30.6	35.2	31.9	0	12	8	0.6
Tragopogon_pratensis	Be1	0.05	0.105	1	37	NA	B	c	0.5	Robust	4	NA	Demolition	30	Acid	3.9	3.3	7.7	16.8	20.7	30.6	35.2	31.9	0	12	8	0.6
Trisetum_flavescens	Be1	0.02	0.049	1	37	NA	B	c	0.5	Robust	4	NA	Demolition	30	Acid	3.9	3.3	7.7	16.8	20.7	30.6	35.2	31.9	0	12	8	0.6
Vicia_cracca	Be1	0.03	0.066	0	37	NA	B	c	0.5	Robust	4	NA	Demolition	30	Acid	3.9	3.3	7.7	16.8	20.7	30.6	35.2	31.9	0	12	8	0.6
Vicia_sepium	Be1	0.01	0.012	0	37	NA	B	c	0.5	Robust	4	NA	Demolition	30	Acid	3.9	3.3	7.7	16.8	20.7	30.6	35.2	31.9	0	12	8	0.6
Anthoxanthum_odoratum	Be2	0.01	0.01	0	38	NA	B	c	0.5	Robust	4	NA	Demolition	5	Acid	4.1	3.9	14.3	15.6	12	17.3	44.9	55	0	11	9	0.55
Bromus_hordeaceus	Be2	0.01	0.029	1	38	NA	B	c	0.5	Robust	4	NA	Demolition	5	Acid	4.1	3.9	14.3	15.6	12	17.3	44.9	55	0	11	9	0.55
Campanula_glomerata	Be2	0.05	0.098	1	38	NA	B	c	0.5	Robust	4	NA	Demolition	5	Acid	4.1	3.9	14.3	15.6	12	17.3	44.9	55	0	11	9	0.55
Campanula_patula	Be2	0.01	0.028	1	38	NA	B	c	0.5	Robust	4	NA	Demolition	5	Acid	4.1	3.9	14.3	15.6	12	17.3	44.9	55	0	11	9	0.55
Crepis_biennis	Be2	0	0.01	0	38	NA	B	c	0.5	Robust	4	NA	Demolition	5	Acid	4.1	3.9	14.3	15.6	12	17.3	44.9	55	0	11	9	0.55
Daucus_carota	Be2	0.02	0.044	1	38	NA	B	c	0.5	Robust	4	NA	Demolition	5	Acid	4.1	3.9	14.3	15.6	12	17.3	44.9	55	0	11	9	0.55
Festuca_rubra	Be2	0.03	0.07	0	38	NA	B	c	0.5	Robust	4	NA	Demolition	5	Acid	4.1	3.9	14.3	15.6	12	17.3	44.9	55	0	11	9	0.55
Geranium_pratense	Be2	0.04	0.089	0	38	NA	B	c	0.5	Robust	4	NA	Demolition	5	Acid	4.1	3.9	14.3	15.6	12	17.3	44.9	55	0	11	9	0.55
Luzula_campestris	Be2	0	0.005	0	38	NA	B	c	0.5	Robust	4	NA	Demolition	5	Acid	4.1	3.9	14.3	15.6	12	17.3	44.9	55	0	11	9	0.55
Onobrychis_viciifolia	Be2	0.06	0.124	1	38	NA	B	c	0.5	Robust	4	NA	Demolition	5	Acid	4.1	3.9	14.3	15.6	12	17.3	44.9	55	0	11	9	0.55
Plantago_lanceolata	Be2	0.02	0.042	1	38	NA	B	c	0.5	Robust	4	NA	Demolition	5	Acid	4.1	3.9	14.3	15.6	12	17.3	44.9	55	0	11	9	0.55
Plantago_media	Be2	0.03	0.058	1	38	NA	B	c	0.5	Robust	4	NA	Demolition	5	Acid	4.1	3.9	14.3	15.6	12	17.3	44.9	55	0	11	9	0.55
Poa_angustifolia	Be2	0.06	0.135	1	38	NA	B	c	0.5	Robust	4	NA	Demolition	5	Acid	4.1	3.9	14.3	15.6	12	17.3	44.9	55	0	11	9	0.55
Ranunculus_acris	Be2	0.01	0.026	0	38	NA	B	c	0.5	Robust	4	NA	Demolition	5	Acid	4.1	3.9	14.3	15.6	12	17.3	44.9	55	0	11	9	0.55
Ranunculus_bulbosus	Be2	0.03	0.068	0	38	NA	B	c	0.5	Robust	4	NA	Demolition	5	Acid	4.1	3.9	14.3	15.6	12	17.3	44.9	55	0	11	9	0.55
Tragopogon_pratensis	Be2	0.03	0.069	1	38	NA	B	c	0.5	Robust	4	NA	Demolition	5	Acid	4.1	3.9	14.3	15.6	12	17.3	44.9	55	0	11	9	0.55
Trisetum_flavescens	Be2	0.03	0.056	1	38	NA	B	c	0.5	Robust	4	NA	Demolition	5	Acid	4.1	3.9	14.3	15.6	12	17.3	44.9	55	0	11	9	0.55
Veronica_chamaedrys	Be2	0.01	0.014	1	38	NA	B	c	0.5	Robust	4	NA	Demolition	5	Acid	4.1	3.9	14.3	15.6	12	17.3	44.9	55	0	11	9	0.55
Vicia_cracca	Be2	0.01	0.02	0	38	NA	B	c	0.5	Robust	4	NA	Demolition	5	Acid	4.1	3.9	14.3	15.6	12	17.3	44.9	55	0	11	9	0.55
Vicia_sepium	Be2	0	0.006	0	38	NA	B	c	0.5	Robust	4	NA	Demolition	5	Acid	4.1	3.9	14.3	15.6	12	17.3	44.9	55	0	11	9	0.55
Alopecurus_pratensis	Be3	0.04	0.089	1	39	NA	B	c	0.5	Vigorous	4	NA	Demolition	30	Acid	0.9	6.6	11.4	19.7	30.4	49.6	58.5	44.8	0	9	11	0.45
Anthoxanthum_odoratum	Be3	0.03	0.061	1	39	NA	B	c	0.5	Vigorous	4	NA	Demolition	30	Acid	0.9	6.6	11.4	19.7	30.4	49.6	58.5	44.8	0	9	11	0.45
Bromus_erectus	Be3	0.13	0.263	0	39	NA	B	c	0.5	Vigorous	4	NA	Demolition	30	Acid	0.9	6.6	11.4	19.7	30.4	49.6	58.5	44.8	0	9	11	0.45
Campanula_patula	Be3	0.08	0.172	1	39	NA	B	c	0.5	Vigorous	4	NA	Demolition	30	Acid	0.9	6.6	11.4	19.7	30.4	49.6	58.5	44.8	0	9	11	0.45
Daucus_carota	Be3	0	0.005	1	39	NA	B	c	0.5	Vigorous	4	NA	Demolition	30	Acid	0.9	6.6	11.4	19.7	30.4	49.6	58.5	44.8	0	9	11	0.45
